time,gFx,gFy,gFz,ax,ay,az,wx,wy,wz
100.433,-0.37,-0.69,-0.22,0.49,1.3,-1.03,-0.34,-1.64,0.33
100.436,-0.32,-0.81,-0.17,0.49,1.3,-1.03,-0.34,-1.64,0.33
100.453,-0.32,-0.81,-0.17,0.75,1.2,-0.95,-0.34,-1.64,0.33
100.473,-0.32,-0.81,-0.17,1.13,1.43,-0.82,-0.34,-1.64,0.33
100.483,-0.32,-0.81,-0.17,1.13,1.43,-0.82,0.06,-1.29,0.13
100.493,-0.32,-0.81,-0.17,1.58,1.4,-1.23,0.06,-1.29,0.13
100.501,-0.21,-0.81,-0.19,1.58,1.4,-1.23,0.06,-1.29,0.13
100.518,-0.21,-0.81,-0.19,1.85,0.95,-1.54,0.06,-1.29,0.13
100.533,-0.21,-0.81,-0.19,2.07,-0.41,-2.07,0.06,-1.29,0.13
100.546,-0.21,-0.81,-0.19,2.07,-0.41,-2.07,0.2,-0.45,-0.74
100.553,-0.21,-0.81,-0.19,1.75,-1.52,-2.38,0.2,-0.45,-0.74
100.566,-0.23,-1.18,-0.3,1.75,-1.52,-2.38,0.2,-0.45,-0.74
100.573,-0.23,-1.18,-0.3,0.72,-2.23,-2.54,0.2,-0.45,-0.74
100.598,-0.23,-1.18,-0.3,-0.7,-1.78,-2.14,0.2,-0.45,-0.74
100.617,-0.23,-1.18,-0.3,-2.07,-1.31,-1.43,0.2,-0.45,-0.74
100.618,-0.23,-1.18,-0.3,-2.07,-1.31,-1.43,-0.5,-1.06,-1.56
100.631,-0.53,-1.18,-0.12,-2.07,-1.31,-1.43,-0.5,-1.06,-1.56
100.633,-0.53,-1.18,-0.12,-2.6,-1.91,-0.62,-0.5,-1.06,-1.56
100.653,-0.53,-1.18,-0.12,-2.61,-2.94,-0.07,-0.5,-1.06,-1.56
100.673,-0.53,-1.18,-0.12,-2.63,-3.34,0.06,-0.5,-1.06,-1.56
100.683,-0.53,-1.18,-0.12,-2.63,-3.34,0.06,-0.33,-1.63,-1.52
100.703,-0.53,-1.18,-0.12,-3.33,-2.77,-0.36,-0.33,-1.63,-1.52
100.704,-0.55,-1.27,-0.12,-3.33,-2.77,-0.36,-0.33,-1.63,-1.52
100.713,-0.55,-1.27,-0.12,-3.86,-2.48,-0.73,-0.33,-1.63,-1.52
100.733,-0.55,-1.27,-0.12,-4.4,-2.36,-0.94,-0.33,-1.63,-1.52
100.742,-0.55,-1.27,-0.12,-4.4,-2.36,-0.94,-0.06,0.0,-1.06
100.753,-0.55,-1.27,-0.12,-4.82,-2.24,-1.01,-0.06,0.0,-1.06
100.761,-0.69,-1.2,-0.19,-4.82,-2.24,-1.01,-0.06,0.0,-1.06
100.773,-0.69,-1.2,-0.19,-5.9,-1.67,-1.22,-0.06,0.0,-1.06
100.802,-0.69,-1.2,-0.19,-6.45,-1.05,-1.41,-0.06,0.0,-1.06
100.806,-0.69,-1.2,-0.19,-6.45,-1.05,-1.41,0.21,1.93,0.58
100.832,-0.69,-1.2,-0.19,-6.69,-0.41,-1.64,0.21,1.93,0.58
100.834,-0.76,-1.02,-0.26,-6.69,-0.41,-1.64,0.21,1.93,0.58
100.835,-0.76,-1.02,-0.26,-5.08,-0.37,-1.65,0.21,1.93,0.58
100.853,-0.76,-1.02,-0.26,-3.8,-1.7,-1.61,0.21,1.93,0.58
100.884,-0.76,-1.02,-0.26,-3.11,-1.61,-1.27,0.21,1.93,0.58
100.886,-0.76,-1.02,-0.26,-3.11,-1.61,-1.27,-0.51,2.09,1.91
100.914,-0.6,-1.09,-0.22,-3.11,-1.61,-1.27,-0.51,2.09,1.91
100.916,-0.6,-1.09,-0.22,-2.91,-1.24,-0.73,-0.51,2.09,1.91
100.917,-0.6,-1.09,-0.22,-2.18,-1.33,0.04,-0.51,2.09,1.91
100.933,-0.6,-1.09,-0.22,-1.17,-1.21,0.78,-0.51,2.09,1.91
100.936,-0.6,-1.09,-0.22,-1.17,-1.21,0.78,-1.26,1.08,2.51
100.953,-0.6,-1.09,-0.22,0.17,-0.94,1.47,-1.26,1.08,2.51
100.956,-0.37,-1.01,-0.06,0.17,-0.94,1.47,-1.26,1.08,2.51
100.981,-0.37,-1.01,-0.06,1.43,-1.4,2.05,-1.26,1.08,2.51
101.005,-0.37,-1.01,-0.06,2.14,-1.02,2.34,-1.26,1.08,2.51
101.007,-0.37,-1.01,-0.06,2.14,-1.02,2.34,-1.0,1.03,2.0
101.013,-0.37,-1.01,-0.06,2.48,-0.42,2.52,-1.0,1.03,2.0
101.025,-0.25,-0.84,-0.02,2.48,-0.42,2.52,-1.0,1.03,2.0
101.033,-0.25,-0.84,-0.02,2.49,0.14,2.59,-1.0,1.03,2.0
101.053,-0.25,-0.84,-0.02,2.68,0.45,2.89,-1.0,1.03,2.0
101.066,-0.25,-0.84,-0.02,2.68,0.45,2.89,-0.88,1.29,1.43
101.073,-0.25,-0.84,-0.02,2.85,0.41,3.06,-0.88,1.29,1.43
101.085,-0.22,-0.78,0.01,2.85,0.41,3.06,-0.88,1.29,1.43
101.098,-0.22,-0.78,0.01,3.11,0.19,3.5,-0.88,1.29,1.43
101.121,-0.22,-0.78,0.01,3.06,0.29,3.66,-0.88,1.29,1.43
101.133,-0.22,-0.78,0.01,3.01,0.08,4.02,-0.88,1.29,1.43
101.135,-0.22,-0.78,0.01,3.01,0.08,4.02,-0.59,1.28,0.79
101.151,-0.25,-0.74,0.06,3.01,0.08,4.02,-0.59,1.28,0.79
101.153,-0.25,-0.74,0.06,2.67,0.5,4.1,-0.59,1.28,0.79
101.181,-0.25,-0.74,0.06,2.24,0.76,4.22,-0.59,1.28,0.79
101.201,-0.25,-0.74,0.06,2.08,0.83,3.96,-0.59,1.28,0.79
101.202,-0.25,-0.74,0.06,2.08,0.83,3.96,-0.26,0.73,0.49
101.213,-0.25,-0.74,0.06,2.48,0.19,3.98,-0.26,0.73,0.49
101.216,-0.26,-0.79,0.03,2.48,0.19,3.98,-0.26,0.73,0.49
101.233,-0.26,-0.79,0.03,2.73,-0.52,3.65,-0.26,0.73,0.49
101.253,-0.26,-0.79,0.03,2.61,-1.32,3.6,-0.26,0.73,0.49
101.261,-0.26,-0.79,0.03,2.61,-1.32,3.6,0.05,0.14,-0.07
101.274,-0.26,-0.79,0.03,2.23,-1.74,3.28,0.05,0.14,-0.07
101.281,-0.26,-1.02,0.0,2.23,-1.74,3.28,0.05,0.14,-0.07
101.293,-0.26,-1.02,0.0,2.29,-1.95,3.26,0.05,0.14,-0.07
101.314,-0.26,-1.02,0.0,2.34,-1.89,2.94,0.05,0.14,-0.07
101.334,-0.26,-1.02,0.0,2.34,-1.89,2.94,0.47,-0.56,-0.81
101.335,-0.26,-1.02,0.0,2.49,-2.58,2.55,0.47,-0.56,-0.81
101.346,-0.19,-1.18,-0.06,2.49,-2.58,2.55,0.47,-0.56,-0.81
101.353,-0.19,-1.18,-0.06,2.18,-3.01,1.93,0.47,-0.56,-0.81
101.38,-0.19,-1.18,-0.06,1.54,-3.13,1.56,0.47,-0.56,-0.81
101.4,-0.19,-1.18,-0.06,0.31,-3.17,1.29,0.47,-0.56,-0.81
101.401,-0.19,-1.18,-0.06,0.31,-3.17,1.29,0.92,-0.52,-1.78
101.411,-0.42,-1.26,-0.08,0.31,-3.17,1.29,0.92,-0.52,-1.78
101.414,-0.42,-1.26,-0.08,-0.78,-3.13,1.18,0.92,-0.52,-1.78
101.433,-0.42,-1.26,-0.08,-1.86,-2.58,0.93,0.92,-0.52,-1.78
101.453,-0.42,-1.26,-0.08,-1.81,-2.41,0.44,0.92,-0.52,-1.78
101.457,-0.42,-1.26,-0.08,-1.81,-2.41,0.44,0.88,-0.91,-1.52
101.474,-0.42,-1.26,-0.08,-1.03,-1.78,-0.07,0.88,-0.91,-1.52
101.476,-0.34,-1.16,-0.13,-1.03,-1.78,-0.07,0.88,-0.91,-1.52
101.493,-0.34,-1.16,-0.13,0.0,-2.13,-0.2,0.88,-0.91,-1.52
101.514,-0.34,-1.16,-0.13,0.08,-2.39,-0.36,0.88,-0.91,-1.52
101.521,-0.34,-1.16,-0.13,0.08,-2.39,-0.36,1.26,-0.3,-1.47
101.539,-0.34,-1.16,-0.13,-0.84,-2.37,-1.06,1.26,-0.3,-1.47
101.541,-0.34,-1.21,-0.2,-0.84,-2.37,-1.06,1.26,-0.3,-1.47
101.553,-0.34,-1.21,-0.2,-2.06,-1.83,-1.79,1.26,-0.3,-1.47
101.58,-0.34,-1.21,-0.2,-3.08,-0.83,-2.51,1.26,-0.3,-1.47
101.586,-0.34,-1.21,-0.2,-3.08,-0.83,-2.51,1.71,-0.79,-1.11
101.603,-0.34,-1.21,-0.2,-3.52,-0.03,-3.23,1.71,-0.79,-1.11
101.61,-0.53,-0.94,-0.36,-3.52,-0.03,-3.23,1.71,-0.79,-1.11
101.613,-0.53,-0.94,-0.36,-3.67,0.86,-4.06,1.71,-0.79,-1.11
101.633,-0.53,-0.94,-0.36,-3.19,1.98,-4.46,1.71,-0.79,-1.11
101.653,-0.53,-0.94,-0.36,-2.71,2.72,-4.84,1.71,-0.79,-1.11
101.654,-0.53,-0.94,-0.36,-2.71,2.72,-4.84,1.29,-0.6,-0.01
101.671,-0.36,-0.66,-0.39,-2.71,2.72,-4.84,1.29,-0.6,-0.01
101.681,-0.36,-0.66,-0.39,-1.68,3.3,-4.44,1.29,-0.6,-0.01
101.703,-0.36,-0.66,-0.39,-1.09,3.64,-3.86,1.29,-0.6,-0.01
101.713,-0.36,-0.66,-0.39,-0.17,3.42,-2.81,1.29,-0.6,-0.01
101.716,-0.36,-0.66,-0.39,-0.17,3.42,-2.81,0.62,0.74,-0.3
101.733,-0.36,-0.66,-0.39,-0.23,2.87,-2.76,0.62,0.74,-0.3
101.735,-0.25,-0.7,-0.2,-0.23,2.87,-2.76,0.62,0.74,-0.3
101.753,-0.25,-0.7,-0.2,-1.38,3.09,-2.49,0.62,0.74,-0.3
101.778,-0.25,-0.7,-0.2,-2.64,3.49,-3.17,0.62,0.74,-0.3
101.781,-0.25,-0.7,-0.2,-2.64,3.49,-3.17,1.08,1.27,-0.1
101.798,-0.25,-0.7,-0.2,-2.49,3.55,-3.38,1.08,1.27,-0.1
101.801,-0.48,-0.64,-0.28,-2.49,3.55,-3.38,1.08,1.27,-0.1
101.813,-0.48,-0.64,-0.28,-2.31,3.12,-3.59,1.08,1.27,-0.1
101.833,-0.48,-0.64,-0.28,-1.96,2.56,-3.49,1.08,1.27,-0.1
101.846,-0.48,-0.64,-0.28,-1.96,2.56,-3.49,0.32,-1.04,0.23
101.853,-0.48,-0.64,-0.28,-1.68,1.99,-3.68,0.32,-1.04,0.23
101.866,-0.42,-0.8,-0.31,-1.68,1.99,-3.68,0.32,-1.04,0.23
101.874,-0.42,-0.8,-0.31,-1.22,1.6,-3.73,0.32,-1.04,0.23
101.893,-0.42,-0.8,-0.31,-0.85,0.74,-4.07,0.32,-1.04,0.23
101.921,-0.42,-0.8,-0.31,-0.23,-0.99,-3.67,0.32,-1.04,0.23
101.923,-0.42,-0.8,-0.31,-0.23,-0.99,-3.67,-0.38,-1.19,0.17
101.943,-0.3,-1.24,-0.26,-0.23,-0.99,-3.67,-0.38,-1.19,0.17
101.944,-0.3,-1.24,-0.26,-0.08,-2.57,-2.99,-0.38,-1.19,0.17
101.953,-0.3,-1.24,-0.26,-0.7,-2.71,-2.26,-0.38,-1.19,0.17
101.977,-0.3,-1.24,-0.26,-2.0,-1.51,-2.12,-0.38,-1.19,0.17
101.978,-0.3,-1.24,-0.26,-2.0,-1.51,-2.12,-0.22,-0.39,-0.05
102.003,-0.3,-1.24,-0.26,-2.65,-0.97,-2.29,-0.22,-0.39,-0.05
102.005,-0.57,-1.08,-0.23,-2.65,-0.97,-2.29,-0.22,-0.39,-0.05
102.023,-0.57,-1.08,-0.23,-2.55,-1.33,-2.27,-0.22,-0.39,-0.05
102.033,-0.57,-1.08,-0.23,-1.39,-2.45,-1.73,-0.22,-0.39,-0.05
102.046,-0.57,-1.08,-0.23,-1.39,-2.45,-1.73,-0.48,-1.05,0.41
102.053,-0.57,-1.08,-0.23,-0.62,-2.98,-1.8,-0.48,-1.05,0.41
102.061,-0.35,-1.28,-0.22,-0.62,-2.98,-1.8,-0.48,-1.05,0.41
102.077,-0.35,-1.28,-0.22,-0.34,-3.19,-2.5,-0.48,-1.05,0.41
102.095,-0.35,-1.28,-0.22,-0.66,-3.32,-3.23,-0.48,-1.05,0.41
102.118,-0.35,-1.28,-0.22,-0.66,-3.32,-3.23,-0.45,0.26,0.21
102.12,-0.35,-1.28,-0.22,-1.21,-3.12,-3.31,-0.45,0.26,0.21
102.157,-0.5,-1.26,-0.39,-1.21,-3.12,-3.31,-0.45,0.26,0.21
102.158,-0.5,-1.26,-0.39,-2.07,-2.8,-3.39,-0.45,0.26,0.21
102.159,-0.5,-1.26,-0.39,-2.81,-2.66,-2.95,-0.45,0.26,0.21
102.173,-0.5,-1.26,-0.39,-3.31,-2.74,-1.87,-0.45,0.26,0.21
102.175,-0.5,-1.26,-0.39,-3.31,-2.74,-1.87,-1.78,-0.23,0.75
102.196,-0.63,-1.28,-0.18,-3.31,-2.74,-1.87,-1.78,-0.23,0.75
102.198,-0.63,-1.28,-0.18,-2.73,-3.31,-0.49,-1.78,-0.23,0.75
102.216,-0.63,-1.28,-0.18,-1.58,-3.9,0.51,-1.78,-0.23,0.75
102.233,-0.63,-1.28,-0.18,-0.67,-4.46,1.12,-1.78,-0.23,0.75
102.236,-0.63,-1.28,-0.18,-0.67,-4.46,1.12,-1.73,0.08,1.46
102.253,-0.63,-1.28,-0.18,-0.36,-4.14,1.41,-1.73,0.08,1.46
102.256,-0.45,-1.31,-0.07,-0.36,-4.14,1.41,-1.73,0.08,1.46
102.273,-0.45,-1.31,-0.07,-0.44,-3.52,1.68,-1.73,0.08,1.46
102.295,-0.45,-1.31,-0.07,-0.26,-2.91,2.28,-1.73,0.08,1.46
102.301,-0.45,-1.31,-0.07,-0.26,-2.91,2.28,-1.5,1.33,1.9
102.315,-0.45,-1.31,-0.07,0.27,-2.23,2.78,-1.5,1.33,1.9
102.321,-0.41,-1.05,0.04,0.27,-2.23,2.78,-1.5,1.33,1.9
102.333,-0.41,-1.05,0.04,1.02,-1.99,3.66,-1.5,1.33,1.9
102.353,-0.41,-1.05,0.04,1.48,-1.77,4.11,-1.5,1.33,1.9
102.366,-0.41,-1.05,0.04,1.48,-1.77,4.11,-1.03,1.6,1.81
102.373,-0.41,-1.05,0.04,1.87,-1.25,4.55,-1.03,1.6,1.81
102.385,-0.32,-0.87,0.1,1.87,-1.25,4.55,-1.03,1.6,1.81
102.394,-0.32,-0.87,0.1,2.04,-0.56,4.43,-1.03,1.6,1.81
102.417,-0.32,-0.87,0.1,2.33,-0.18,4.52,-1.03,1.6,1.81
102.433,-0.32,-0.87,0.1,2.55,0.27,4.43,-1.03,1.6,1.81
102.435,-0.32,-0.87,0.1,2.55,0.27,4.43,-0.59,1.48,1.53
102.451,-0.25,-0.71,0.08,2.55,0.27,4.43,-0.59,1.48,1.53
102.454,-0.25,-0.71,0.08,3.0,0.4,4.68,-0.59,1.48,1.53
102.473,-0.25,-0.71,0.08,3.17,0.66,4.62,-0.59,1.48,1.53
102.496,-0.25,-0.71,0.08,3.46,0.82,4.81,-0.59,1.48,1.53
102.498,-0.25,-0.71,0.08,3.46,0.82,4.81,-0.26,1.2,1.03
102.516,-0.25,-0.71,0.08,3.48,1.21,4.44,-0.26,1.2,1.03
102.518,-0.19,-0.64,0.06,3.48,1.21,4.44,-0.26,1.2,1.03
102.533,-0.19,-0.64,0.06,3.52,1.1,4.48,-0.26,1.2,1.03
102.553,-0.19,-0.64,0.06,3.26,1.4,4.17,-0.26,1.2,1.03
102.561,-0.19,-0.64,0.06,3.26,1.4,4.17,0.02,0.58,0.4
102.573,-0.19,-0.64,0.06,3.42,0.97,4.07,0.02,0.58,0.4
102.581,-0.18,-0.71,0.01,3.42,0.97,4.07,0.02,0.58,0.4
102.595,-0.18,-0.71,0.01,3.52,0.29,3.66,0.02,0.58,0.4
102.616,-0.18,-0.71,0.01,3.8,-0.71,3.6,0.02,0.58,0.4
102.626,-0.18,-0.71,0.01,3.8,-0.71,3.6,0.25,-0.25,-0.58
102.633,-0.18,-0.71,0.01,3.36,-1.42,3.23,0.25,-0.25,-0.58
102.646,-0.19,-1.02,-0.0,3.36,-1.42,3.23,0.25,-0.25,-0.58
102.653,-0.19,-1.02,-0.0,2.66,-1.85,3.26,0.25,-0.25,-0.58
102.673,-0.19,-1.02,-0.0,1.91,-1.81,2.9,0.25,-0.25,-0.58
102.706,-0.19,-1.02,-0.0,1.67,-2.54,2.4,0.25,-0.25,-0.58
102.709,-0.19,-1.02,-0.0,1.67,-2.54,2.4,0.76,-1.06,-1.41
102.712,-0.22,-1.27,-0.08,1.67,-2.54,2.4,0.76,-1.06,-1.41
102.729,-0.22,-1.27,-0.08,1.71,-3.52,1.57,0.76,-1.06,-1.41
102.736,-0.22,-1.27,-0.08,1.57,-3.58,0.82,0.76,-1.06,-1.41
102.753,-0.22,-1.27,-0.08,0.66,-4.21,0.16,0.76,-1.06,-1.41
102.76,-0.22,-1.27,-0.08,0.66,-4.21,0.16,1.23,-1.03,-2.41
102.777,-0.22,-1.27,-0.08,0.03,-4.79,-0.41,1.23,-1.03,-2.41
102.779,-0.31,-1.44,-0.22,0.03,-4.79,-0.41,1.23,-1.03,-2.41
102.794,-0.31,-1.44,-0.22,-1.23,-4.03,-1.21,1.23,-1.03,-2.41
102.814,-0.31,-1.44,-0.22,-2.8,-3.28,-1.72,1.23,-1.03,-2.41
102.821,-0.31,-1.44,-0.22,-2.8,-3.28,-1.72,0.98,-1.78,-3.02
102.833,-0.31,-1.44,-0.22,-4.08,-2.52,-1.76,0.98,-1.78,-3.02
102.848,-0.63,-1.24,-0.25,-4.08,-2.52,-1.76,0.98,-1.78,-3.02
102.853,-0.63,-1.24,-0.25,-5.0,-2.32,-1.68,0.98,-1.78,-3.02
102.873,-0.63,-1.24,-0.25,-5.41,-2.18,-1.5,0.98,-1.78,-3.02
102.886,-0.63,-1.24,-0.25,-5.41,-2.18,-1.5,1.13,-1.21,-1.93
102.893,-0.63,-1.24,-0.25,-5.68,-1.5,-1.83,1.13,-1.21,-1.93
102.913,-0.65,-1.08,-0.25,-5.68,-1.5,-1.83,1.13,-1.21,-1.93
102.914,-0.65,-1.08,-0.25,-5.54,-0.37,-2.4,1.13,-1.21,-1.93
102.933,-0.65,-1.08,-0.25,-5.58,0.86,-3.23,1.13,-1.21,-1.93
102.953,-0.65,-1.08,-0.25,-5.1,1.89,-3.64,1.13,-1.21,-1.93
102.954,-0.65,-1.08,-0.25,-5.1,1.89,-3.64,1.4,-0.51,-0.53
102.971,-0.56,-0.74,-0.38,-5.1,1.89,-3.64,1.4,-0.51,-0.53
102.974,-0.56,-0.74,-0.38,-4.82,2.65,-4.25,1.4,-0.51,-0.53
102.993,-0.56,-0.74,-0.38,-3.99,3.35,-4.3,1.4,-0.51,-0.53
103.013,-0.56,-0.74,-0.38,-3.49,3.86,-4.36,1.4,-0.51,-0.53
103.037,-0.56,-0.74,-0.38,-3.49,3.86,-4.36,0.46,-0.4,0.39
103.038,-0.56,-0.74,-0.38,-2.58,3.84,-3.32,0.46,-0.4,0.39
103.039,-0.4,-0.62,-0.27,-2.58,3.84,-3.32,0.46,-0.4,0.39
103.053,-0.4,-0.62,-0.27,-1.98,3.73,-2.52,0.46,-0.4,0.39
103.073,-0.4,-0.62,-0.27,-1.44,3.37,-1.94,0.46,-0.4,0.39
103.081,-0.4,-0.62,-0.27,-1.44,3.37,-1.94,0.56,0.11,0.61
103.093,-0.4,-0.62,-0.27,-1.38,3.21,-1.8,0.56,0.11,0.61
103.101,-0.37,-0.67,-0.14,-1.38,3.21,-1.8,0.56,0.11,0.61
103.113,-0.37,-0.67,-0.14,-1.24,3.27,-1.81,0.56,0.11,0.61
103.138,-0.37,-0.67,-0.14,-0.84,3.49,-2.26,0.56,0.11,0.61
103.146,-0.37,-0.67,-0.14,-0.84,3.49,-2.26,0.54,-0.93,0.32
103.153,-0.37,-0.67,-0.14,-0.44,3.19,-2.72,0.54,-0.93,0.32
103.166,-0.32,-0.66,-0.28,-0.44,3.19,-2.72,0.54,-0.93,0.32
103.177,-0.32,-0.66,-0.28,-0.54,3.12,-3.33,0.54,-0.93,0.32
103.193,-0.32,-0.66,-0.28,-0.85,3.21,-3.19,0.54,-0.93,0.32
103.214,-0.32,-0.66,-0.28,-1.04,2.69,-2.91,0.54,-0.93,0.32
103.215,-0.32,-0.66,-0.28,-1.04,2.69,-2.91,-0.24,-1.21,-0.06
103.244,-0.38,-0.82,-0.23,-1.04,2.69,-2.91,-0.24,-1.21,-0.06
103.246,-0.38,-0.82,-0.23,-0.83,1.45,-2.45,-0.24,-1.21,-0.06
103.253,-0.38,-0.82,-0.23,-0.74,-0.44,-2.25,-0.24,-1.21,-0.06
103.273,-0.38,-0.82,-0.23,-0.92,-1.74,-1.85,-0.24,-1.21,-0.06
103.276,-0.38,-0.82,-0.23,-0.92,-1.74,-1.85,-0.35,-1.06,-0.53
103.293,-0.38,-0.82,-0.23,-1.62,-2.48,-1.88,-0.35,-1.06,-0.53
103.296,-0.46,-1.24,-0.19,-1.62,-2.48,-1.88,-0.35,-1.06,-0.53
103.313,-0.46,-1.24,-0.19,-2.44,-2.82,-2.01,-0.35,-1.06,-0.53
103.333,-0.46,-1.24,-0.19,-3.45,-2.37,-2.18,-0.35,-1.06,-0.53
103.341,-0.46,-1.24,-0.19,-3.45,-2.37,-2.18,-0.05,-0.21,-0.29
103.353,-0.46,-1.24,-0.19,-4.08,-1.82,-2.0,-0.05,-0.21,-0.29
103.361,-0.7,-1.18,-0.21,-4.08,-1.82,-2.0,-0.05,-0.21,-0.29
103.373,-0.7,-1.18,-0.21,-4.1,-2.48,-1.79,-0.05,-0.21,-0.29
103.393,-0.7,-1.18,-0.21,-2.61,-3.56,-1.7,-0.05,-0.21,-0.29
103.411,-0.7,-1.18,-0.21,-2.61,-3.56,-1.7,0.1,0.0,0.7
103.413,-0.7,-1.18,-0.21,-1.94,-4.0,-2.12,0.1,0.0,0.7
103.431,-0.47,-1.35,-0.26,-1.94,-4.0,-2.12,0.1,0.0,0.7
103.433,-0.47,-1.35,-0.26,-1.66,-3.57,-2.37,0.1,0.0,0.7
103.453,-0.47,-1.35,-0.26,-1.49,-2.85,-2.73,0.1,0.0,0.7
103.473,-0.47,-1.35,-0.26,-1.24,-2.41,-2.85,0.1,0.0,0.7
103.474,-0.47,-1.35,-0.26,-1.24,-2.41,-2.85,-0.23,0.39,0.66
103.491,-0.46,-1.18,-0.34,-1.24,-2.41,-2.85,-0.23,0.39,0.66
103.493,-0.46,-1.18,-0.34,-1.23,-2.16,-2.81,-0.23,0.39,0.66
103.513,-0.46,-1.18,-0.34,-1.91,-2.04,-2.33,-0.23,0.39,0.66
103.534,-0.46,-1.18,-0.34,-2.5,-2.37,-1.64,-0.23,0.39,0.66
103.536,-0.46,-1.18,-0.34,-2.5,-2.37,-1.64,-0.87,1.59,1.03
103.553,-0.46,-1.18,-0.34,-2.35,-2.8,-0.71,-0.87,1.59,1.03
103.556,-0.61,-1.23,-0.18,-2.35,-2.8,-0.71,-0.87,1.59,1.03
103.573,-0.61,-1.23,-0.18,-1.87,-3.0,0.21,-0.87,1.59,1.03
103.593,-0.61,-1.23,-0.18,-1.22,-2.52,0.78,-0.87,1.59,1.03
103.6,-0.61,-1.23,-0.18,-1.22,-2.52,0.78,-1.1,1.42,1.6
103.613,-0.61,-1.23,-0.18,-0.63,-2.25,1.19,-1.1,1.42,1.6
103.628,-0.47,-1.1,-0.08,-0.63,-2.25,1.19,-1.1,1.42,1.6
103.633,-0.47,-1.1,-0.08,0.03,-1.86,1.44,-1.1,1.42,1.6
103.653,-0.47,-1.1,-0.08,0.58,-1.59,1.83,-1.1,1.42,1.6
103.666,-0.47,-1.1,-0.08,0.58,-1.59,1.83,-1.18,1.6,1.71
103.673,-0.47,-1.1,-0.08,0.97,-1.42,2.24,-1.18,1.6,1.71
103.686,-0.38,-0.95,-0.02,0.97,-1.42,2.24,-1.18,1.6,1.71
103.693,-0.38,-0.95,-0.02,1.24,-0.96,2.86,-1.18,1.6,1.71
103.713,-0.38,-0.95,-0.02,1.46,-0.4,3.12,-1.18,1.6,1.71
103.733,-0.38,-0.95,-0.02,1.75,-0.22,3.52,-1.18,1.6,1.71
103.734,-0.38,-0.95,-0.02,1.75,-0.22,3.52,-1.01,1.65,1.57
103.751,-0.32,-0.81,0.01,1.75,-0.22,3.52,-1.01,1.65,1.57
103.755,-0.32,-0.81,0.01,1.97,-0.14,3.65,-1.01,1.65,1.57
103.773,-0.32,-0.81,0.01,2.24,-0.2,3.96,-1.01,1.65,1.57
103.793,-0.32,-0.81,0.01,2.46,0.01,4.03,-1.01,1.65,1.57
103.796,-0.32,-0.81,0.01,2.46,0.01,4.03,-0.84,1.35,1.26
103.813,-0.32,-0.81,0.01,2.74,0.09,4.36,-0.84,1.35,1.26
103.815,-0.26,-0.74,0.03,2.74,0.09,4.36,-0.84,1.35,1.26
103.833,-0.26,-0.74,0.03,2.84,0.43,4.4,-0.84,1.35,1.26
103.853,-0.26,-0.74,0.03,3.07,0.76,4.74,-0.84,1.35,1.26
103.861,-0.26,-0.74,0.03,3.07,0.76,4.74,-0.57,0.85,0.78
103.873,-0.26,-0.74,0.03,3.08,1.29,4.65,-0.57,0.85,0.78
103.881,-0.21,-0.61,0.05,3.08,1.29,4.65,-0.57,0.85,0.78
103.893,-0.21,-0.61,0.05,3.31,1.26,4.68,-0.57,0.85,0.78
103.913,-0.21,-0.61,0.05,3.33,0.94,4.34,-0.57,0.85,0.78
103.935,-0.21,-0.61,0.05,3.33,0.94,4.34,-0.29,0.16,0.07
103.936,-0.21,-0.61,0.05,3.2,0.08,4.38,-0.29,0.16,0.07
103.946,-0.23,-0.84,0.01,3.2,0.08,4.38,-0.29,0.16,0.07
103.954,-0.23,-0.84,0.01,2.68,-0.79,4.11,-0.29,0.16,0.07
103.973,-0.23,-0.84,0.01,2.46,-1.34,4.45,-0.29,0.16,0.07
103.993,-0.23,-0.84,0.01,2.22,-1.3,4.34,-0.29,0.16,0.07
103.995,-0.23,-0.84,0.01,2.22,-1.3,4.34,-0.01,-0.62,-0.58
104.011,-0.25,-0.96,0.09,2.22,-1.3,4.34,-0.01,-0.62,-0.58
104.014,-0.25,-0.96,0.09,2.37,-1.44,4.5,-0.01,-0.62,-0.58
104.033,-0.25,-0.96,0.09,2.46,-1.46,3.85,-0.01,-0.62,-0.58
104.053,-0.25,-0.96,0.09,2.65,-2.81,2.63,-0.01,-0.62,-0.58
104.056,-0.25,-0.96,0.09,2.65,-2.81,2.63,1.12,-1.03,-1.39
104.073,-0.25,-0.96,0.09,2.46,-3.89,0.98,1.12,-1.03,-1.39
104.076,-0.18,-1.3,-0.21,2.46,-3.89,0.98,1.12,-1.03,-1.39
104.093,-0.18,-1.3,-0.21,1.74,-4.78,-0.57,1.12,-1.03,-1.39
104.114,-0.18,-1.3,-0.21,0.51,-4.73,-1.36,1.12,-1.03,-1.39
104.125,-0.18,-1.3,-0.21,0.51,-4.73,-1.36,0.91,-1.31,-2.59
104.133,-0.18,-1.3,-0.21,-0.52,-4.13,-1.23,0.91,-1.31,-2.59
104.141,-0.4,-1.38,-0.26,-0.52,-4.13,-1.23,0.91,-1.31,-2.59
104.154,-0.4,-1.38,-0.26,-1.48,-4.12,-0.56,0.91,-1.31,-2.59
104.173,-0.4,-1.38,-0.26,-2.28,-3.99,-0.02,0.91,-1.31,-2.59
